Feature,Importance
Pp_Dur_III,0.0002584390979789932
Pp_Dur_V2,0.0002537377774747682
Pp_PeakTime_V2,0.0002522051345075597
Rp_PeakTime_III,0.0002450905149671936
T-_Dur_II,0.00023487368715735158
Rp_PeakTime_aVR,0.0002263056868531475
T+_Amp_aVR,0.0002258520962255227
Rp_Dur_III,0.00022208395680785938
Rp_Dur_aVF,0.00019777897060157794
Rp_PeakTime_aVF,0.0001845436650390548
sex,0.00018195225578768038
P_Morph_aVL,0.0001745593902287679
T_Morph_aVL,0.00015915188069637423
P_Morph_V2,0.00015514075795291043
P_Morph_V1,0.00014070471825131708
P_Morph_III,0.00013745401018229982
T_Morph_V2,0.00013399595358291628
Tp_PeakTime_III,0.00013265201428979095
P_Morph_V3,0.00013206331369941163
Tp_Amp_III,0.0001302235812066954
T_Morph_V1,0.00012961808451664075
Tp_Dur_III,0.0001239689952217541
Pp_PeakTime_V3,0.00012016057768599224
T_Morph_III,0.00011877159566493268
Tp_PeakTime_aVL,0.00010948872536170734
Tp_PeakTime_I,0.00010367364467753727
P_Morph_I,0.0001017723693886553
Tp_Dur_aVL,0.00010156688994896795
P_Morph_V6,0.00010009945297059263
P_Morph_aVF,9.968572497015507e-05
P-_Dur_V3,9.942523449474894e-05
P_Morph_II,9.796688339242122e-05
Tp_Amp_I,9.667913330321149e-05
T_Morph_V3,9.48617647438921e-05
Tp_Amp_V4,9.24683927818745e-05
Tp_Amp_aVF,9.176412354953453e-05
P_Morph_V5,9.119979889535078e-05
P_Morph_V4,9.114996241841317e-05
Tp_Amp_aVL,8.987711794437339e-05
Tp_Amp_II,8.553583955642251e-05
Tp_Dur_I,8.454652451267788e-05
Tp_Dur_V6,8.345132338033577e-05
Pp_Dur_V3,8.297293273004764e-05
P-_Dur_aVF,8.19880655384595e-05
Tp_PeakTime_V5,8.088774675026826e-05
is_missing_P_AxisFront_Global,8.01951062670518e-05
Pp_Dur_aVF,7.743318338238091e-05
Rp_Dur_II,7.708165059773645e-05
Rp_Dur_aVL,7.688692111291211e-05
is_missing_PR_Int_Global,7.512121792409962e-05
Pp_PeakTime_aVF,7.47319610173659e-05
Tp_Amp_V5,7.309370766650809e-05
Rp_PeakTime_aVL,7.197537789859865e-05
is_missing_HR_Atrial_Global,7.135385508313145e-05
Tp_Dur_aVF,7.133948703719405e-05
Tp_Amp_aVR,7.073155769610047e-05
T_Morph_aVR,7.022104178458108e-05
Rp_PeakTime_II,6.868583416236544e-05
Tp_Amp_V2,6.778642535607494e-05
Tp_PeakTime_aVF,6.75836540230058e-05
Tp_PeakTime_II,6.708249861960206e-05
Tp_Amp_V6,6.400395296309933e-05
Tp_Dur_aVR,6.307806350332682e-05
Rp_PeakTime_V3,6.220444957373629e-05
Tp_PeakTime_aVR,6.024961617437718e-05
Tp_PeakTime_V6,6.012092529275841e-05
Tp_PeakTime_V4,5.955064645026181e-05
Tp_Dur_V4,5.947861520011605e-05
Tp_Dur_II,5.9047100043530676e-05
Tp_Dur_V1,5.530132485086723e-05
Tp_PeakTime_V2,5.4534207877541444e-05
Tp_Amp_V3,5.3964252379838355e-05
Tp_Dur_V2,5.138825294371222e-05
Rp_Dur_V3,5.041145592414124e-05
Tp_PeakTime_V1,4.938267207882656e-05
Tp_Dur_V5,4.9051767401145764e-05
P-_Dur_I,4.858335686402907e-05
Sp_Dur_aVF,4.645518404936256e-05
Tp_Amp_V1,4.540703020346818e-05
Pp_Dur_V4,4.450049590629482e-05
Pp_Dur_I,4.185154060783785e-05
Tp_Dur_V3,4.1147167381785675e-05
Pp_PeakTime_V4,4.060364263600434e-05
Tp_PeakTime_V3,3.847715179470395e-05
P-_Dur_V4,3.816967323243433e-05
Sp_PeakTime_aVF,3.581809969440084e-05
Rp_PeakTime_V4,3.361142362324129e-05
Pp_PeakTime_I,3.350107136316717e-05
Rp_Dur_I,3.224604997399907e-05
Sp_PeakTime_V3,3.0305263907735372e-05
Sp_Dur_V3,3.0171331602772842e-05
Rp_Dur_V5,2.912145248143019e-05
Sp_PeakTime_V1,2.8845820125310856e-05
Rp_PeakTime_V5,2.8375843947617908e-05
Sp_Dur_V1,2.8302918947698973e-05
Rp_Dur_V4,2.562319610701701e-05
Sp_Dur_aVL,2.4027054888633995e-05
Sp_Dur_V2,2.3525482840913183e-05
Sp_PeakTime_V4,2.2985827347661532e-05
P-_Dur_II,2.290011198584559e-05
Sp_PeakTime_III,2.2110151244056894e-05
Sp_Dur_III,2.114847523102888e-05
Sp_PeakTime_V2,2.0431902832719302e-05
Sp_Dur_II,2.0075282819593913e-05
Sp_Dur_V4,1.9476427025396036e-05
Pp_PeakTime_II,1.848905330539666e-05
P+_Dur_aVR,1.6535792543318e-05
Sp_PeakTime_II,1.5644215424244166e-05
P-_Dur_V5,1.3616085446666118e-05
Pp_Dur_aVR,1.1763970134611944e-05
Rp_PeakTime_I,1.107932216714088e-05
P-_Dur_V6,1.1028421937207416e-05
